Id,Label,DisplayName,Gender,ProfileURL,ClusteringCoefficient,Triangles
lingnola.bsky.social,lingnola,LingNola,female,https://bsky.app/profile/lingnola.bsky.social,0,0
ritesideguy.bsky.social,ritesideguy,RiteSideGuy,male,https://bsky.app/profile/ritesideguy.bsky.social,0,0
nanasherbs.bsky.social,nanasherbs,,male,https://bsky.app/profile/nanasherbs.bsky.social,0,0
relfyoftheboro.bsky.social,relfyoftheboro,Paul Relf ðŸ––ðŸ»,female,https://bsky.app/profile/relfyoftheboro.bsky.social,0,0
mrh-12.bsky.social,mrh-12,,female,https://bsky.app/profile/mrh-12.bsky.social,0,0
ecoarch.bsky.social,ecoarch,rudolf sommer,female,https://bsky.app/profile/ecoarch.bsky.social,0,0
cactuspenguin77.bsky.social,cactuspenguin77,ðŸ¤”ðŸ“šðŸ˜·â˜®ï¸ðŸ—½ðŸ—³ðŸ‡ºðŸ‡¸âš–ï¸ðŸ³ï¸â€ðŸŒˆðŸ‡ºðŸ‡¦â™€ï¸ðŸ’ªðŸ§¶ðŸˆâ€â¬›ðŸ’œðŸ•ðŸŒðŸŒµðŸŒ¬ðŸ˜¶â€ðŸŒ«ï¸ðŸ¦€ðŸŽ¶ðŸ•¯ðŸ§™â€â™€ï¸ðŸŒŒðŸŒ´ðŸ§,male,https://bsky.app/profile/cactuspenguin77.bsky.social,0,0
micho13.bsky.social,micho13,Michele Ortlip,male,https://bsky.app/profile/micho13.bsky.social,0,0
drempathynow.bsky.social,drempathynow,DrEmpathyNow,male,https://bsky.app/profile/drempathynow.bsky.social,0,0
suemp.bsky.social,suemp,Sue P,female,https://bsky.app/profile/suemp.bsky.social,0,0
dancefran.bsky.social,dancefran,Fran,female,https://bsky.app/profile/dancefran.bsky.social,0,0
michaelelvetdavies.bsky.social,michaelelvetdavies,,male,https://bsky.app/profile/michaelelvetdavies.bsky.social,0,0
thebuckster.bsky.social,thebuckster,The BucksterTM,female,https://bsky.app/profile/thebuckster.bsky.social,0,0
lfklib.bsky.social,lfklib,Kennedy no relation,male,https://bsky.app/profile/lfklib.bsky.social,0,0
3charlottedogs.bsky.social,3charlottedogs,,male,https://bsky.app/profile/3charlottedogs.bsky.social,0,0
brendyg.bsky.social,brendyg,e.g. Alice Roberts,female,https://bsky.app/profile/brendyg.bsky.social,0,0
patticat6.bsky.social,patticat6,,female,https://bsky.app/profile/patticat6.bsky.social,0,0
commodoreplacki.bsky.social,commodoreplacki,The Commodore,male,https://bsky.app/profile/commodoreplacki.bsky.social,0,0
thedaddoo.bsky.social,thedaddoo,The Daddoo,male,https://bsky.app/profile/thedaddoo.bsky.social,0,0
davey79.bsky.social,davey79,Dave Lawrence,male,https://bsky.app/profile/davey79.bsky.social,0,0
zhk4199.bsky.social,zhk4199,Zhenya kolpakovo,male,https://bsky.app/profile/zhk4199.bsky.social,0,0
earlyresistance.bsky.social,earlyresistance,Early Resistance ðŸ‡ªðŸ‡º ðŸŒ ðŸ’ª,unknown,https://bsky.app/profile/earlyresistance.bsky.social,0,0
k1rsty.bsky.social,k1rsty,Kirsty Riddiford,unknown,https://bsky.app/profile/k1rsty.bsky.social,0,0
clearwell.bsky.social,clearwell,,unknown,https://bsky.app/profile/clearwell.bsky.social,0,0
ninnymugginss.bsky.social,ninnymugginss,Ninny Muggins,unknown,https://bsky.app/profile/ninnymugginss.bsky.social,0,0
henry314159.bsky.social,henry314159,,unknown,https://bsky.app/profile/henry314159.bsky.social,0,0
babeheim.bsky.social,babeheim,Bret Beheim,unknown,https://bsky.app/profile/babeheim.bsky.social,0,0
emmyvandeurzen.bsky.social,emmyvandeurzen,Prof Emmy van Deurzen,unknown,https://bsky.app/profile/emmyvandeurzen.bsky.social,0,0
scootermama36f.bsky.social,scootermama36f,ScooterMama36f,unknown,https://bsky.app/profile/scootermama36f.bsky.social,0,0
soundnation.bsky.social,soundnation,,unknown,https://bsky.app/profile/soundnation.bsky.social,0,0
perempel.bsky.social,perempel,,unknown,https://bsky.app/profile/perempel.bsky.social,0,0
2minutewarning.bsky.social,2minutewarning,,unknown,https://bsky.app/profile/2minutewarning.bsky.social,0,0
kittywhisperer.bsky.social,kittywhisperer,,unknown,https://bsky.app/profile/kittywhisperer.bsky.social,0,0
dtheherring.bsky.social,dtheherring,DG Herring - Lead Editor of Dithering Chaps - Submissions Open,unknown,https://bsky.app/profile/dtheherring.bsky.social,0,0
ericacoffey.bsky.social,ericacoffey,Erica Coffey,unknown,https://bsky.app/profile/ericacoffey.bsky.social,0,0
goldenberyl.bsky.social,goldenberyl,Golden Beryl ,unknown,https://bsky.app/profile/goldenberyl.bsky.social,0,0
okiesun.bsky.social,okiesun,,unknown,https://bsky.app/profile/okiesun.bsky.social,0,0
funtravels.bsky.social,funtravels,,unknown,https://bsky.app/profile/funtravels.bsky.social,0,0
bamboozer2112.bsky.social,bamboozer2112,,unknown,https://bsky.app/profile/bamboozer2112.bsky.social,0,0
admiralskwirrel.bsky.social,admiralskwirrel,Adm. Skwirrel,unknown,https://bsky.app/profile/admiralskwirrel.bsky.social,0,0
beckyoncape.bsky.social,beckyoncape,Becky,unknown,https://bsky.app/profile/beckyoncape.bsky.social,0,0
iunderstoodu.bsky.social,iunderstoodu,Sukie,female,https://bsky.app/profile/iunderstoodu.bsky.social,0,0
kjmiller.bsky.social,kjmiller,Kevin J. Miller,female,https://bsky.app/profile/kjmiller.bsky.social,0,0
drtonygillie.bsky.social,drtonygillie,Tony Gillie,male,https://bsky.app/profile/drtonygillie.bsky.social,0,0
allseeingthigh.bsky.social,allseeingthigh,AllSeeingThigh,male,https://bsky.app/profile/allseeingthigh.bsky.social,0,0
canadian911guy.bsky.social,canadian911guy,Canadian911Guy,unknown,https://bsky.app/profile/canadian911guy.bsky.social,0,0
dawnlp-author.bsky.social,dawnlp-author,Dawn Llewellyn-Price Author,female,https://bsky.app/profile/dawnlp-author.bsky.social,0,0
zibilith.bsky.social,zibilith,Justice Ginsburgâ€™s Umbrella,unknown,https://bsky.app/profile/zibilith.bsky.social,0,0
pacmom.bsky.social,pacmom,,male,https://bsky.app/profile/pacmom.bsky.social,0,0
dripsandcastle.dev,dripsandcastle.dev,Andrew Collins,male,https://bsky.app/profile/dripsandcastle.dev,0,0
mias-mom.bsky.social,mias-mom,Miaâ€™s Mom,male,https://bsky.app/profile/mias-mom.bsky.social,0,0
richardpaul.bsky.social,richardpaul,richardpaul.bsky.social,female,https://bsky.app/profile/richardpaul.bsky.social,0,0
marcsmithdub.bsky.social,marcsmithdub,Marc Smith,female,https://bsky.app/profile/marcsmithdub.bsky.social,0,0
tinkaknit.bsky.social,tinkaknit,Roselle,female,https://bsky.app/profile/tinkaknit.bsky.social,0,0
mostlypragmatic.bsky.social,mostlypragmatic,Mostly Pragmatic,female,https://bsky.app/profile/mostlypragmatic.bsky.social,0,0
matthewhodson.bsky.social,matthewhodson,Matthew Hodson,female,https://bsky.app/profile/matthewhodson.bsky.social,0,0
listen2.bsky.social,listen2,Susan Cartwright,female,https://bsky.app/profile/listen2.bsky.social,0,0
annempowers.bsky.social,annempowers,Anne M Powers,male,https://bsky.app/profile/annempowers.bsky.social,0,0
stillsusan.bsky.social,stillsusan,Susan Still,male,https://bsky.app/profile/stillsusan.bsky.social,0,0
redbeard82.bsky.social,redbeard82,Red Beard 82ðŸ€,male,https://bsky.app/profile/redbeard82.bsky.social,0,0
ame10.bsky.social,ame10,,unknown,https://bsky.app/profile/ame10.bsky.social,0,0
craigg1972.bsky.social,craigg1972,Craig_Gibson,male,https://bsky.app/profile/craigg1972.bsky.social,0,0
bensgigi.bsky.social,bensgigi,Natasha,male,https://bsky.app/profile/bensgigi.bsky.social,0,0
twiggytex.bsky.social,twiggytex,,male,https://bsky.app/profile/twiggytex.bsky.social,0,0
ec-2146.bsky.social,ec-2146,Ted Karte,male,https://bsky.app/profile/ec-2146.bsky.social,0,0
rvroomie.bsky.social,rvroomie,Paul Wigton II,female,https://bsky.app/profile/rvroomie.bsky.social,0,0
pankoqueen.bsky.social,pankoqueen,Pankoqueen,male,https://bsky.app/profile/pankoqueen.bsky.social,0,0
mrtrellis.bsky.social,mrtrellis,Horace Dorrington,male,https://bsky.app/profile/mrtrellis.bsky.social,0,0
jcocktoastin.bsky.social,jcocktoastin,,male,https://bsky.app/profile/jcocktoastin.bsky.social,0,0
greenmtfriar.bsky.social,greenmtfriar,JM Longworth,male,https://bsky.app/profile/greenmtfriar.bsky.social,0,0
bmw-not-works.bsky.social,bmw-not-works,,male,https://bsky.app/profile/bmw-not-works.bsky.social,0,0
camsellars.bsky.social,camsellars,,male,https://bsky.app/profile/camsellars.bsky.social,0,0
sunnuva.bsky.social,sunnuva,Sunnuva,female,https://bsky.app/profile/sunnuva.bsky.social,0,0
longaftermidnight.bsky.social,longaftermidnight,,male,https://bsky.app/profile/longaftermidnight.bsky.social,0,0
gorekhaa.bsky.social,gorekhaa,[G.R.K.]Â©ï¸Â®ï¸â„¢ï¸ðŸŒˆâ’¶ðŸ´ðŸ––Â¡NoPasarÃ¡n!ðŸ–•,female,https://bsky.app/profile/gorekhaa.bsky.social,0,0
mestarivaraani.bsky.social,mestarivaraani,Mestarivaraani,male,https://bsky.app/profile/mestarivaraani.bsky.social,0,0
madpiratemayday.substack.com,madpiratemayday.substack.com,mad mayday,male,https://bsky.app/profile/madpiratemayday.substack.com,0.333333333,1
edallen.bsky.social,edallen,Beth Allen,male,https://bsky.app/profile/edallen.bsky.social,0,0
britswede66.bsky.social,britswede66,BritSwede66 ðŸ‡ªðŸ‡º ðŸ‡¸ðŸ‡ª ðŸ‡¬ðŸ‡§,male,https://bsky.app/profile/britswede66.bsky.social,0,0
deirdremh.bsky.social,deirdremh,deirdremh,male,https://bsky.app/profile/deirdremh.bsky.social,0,0
suffolkskies.bsky.social,suffolkskies,Suffolk Skies,male,https://bsky.app/profile/suffolkskies.bsky.social,0,0
craigtheboss.bsky.social,craigtheboss,CRAIG PARR,male,https://bsky.app/profile/craigtheboss.bsky.social,0,0
noelladesert.bsky.social,noelladesert,Noel,male,https://bsky.app/profile/noelladesert.bsky.social,0,0
sharpbenny.bsky.social,sharpbenny,Sharp Benny,male,https://bsky.app/profile/sharpbenny.bsky.social,0,0
kay-lo-bay.bsky.social,kay-lo-bay,Kathy Lloyd Boehm,male,https://bsky.app/profile/kay-lo-bay.bsky.social,0,0
paulhbdotcom.bsky.social,paulhbdotcom,Paul Brennan,male,https://bsky.app/profile/paulhbdotcom.bsky.social,0,0
flossy-m.bsky.social,flossy-m,,,https://bsky.app/profile/flossy-m.bsky.social,0,0
0x6d61646f.com,0x6d61646f.com,mado ðŸŒº,male,https://bsky.app/profile/0x6d61646f.com,0,0
bckjnj.bsky.social,bckjnj,Jean Jacques De Bock,female,https://bsky.app/profile/bckjnj.bsky.social,0,0
tonihall.bsky.social,tonihall,Toni Hall,male,https://bsky.app/profile/tonihall.bsky.social,0,0
auntren.bsky.social,auntren,AuntRen ðŸ‡ºðŸ‡¸ðŸ³ï¸â€ðŸŒˆðŸŒŠðŸ«¶ðŸ´â€â˜ ï¸ðŸ‘¿ðŸ˜‡,male,https://bsky.app/profile/auntren.bsky.social,0,0
catinthecradle.bsky.social,catinthecradle,Cat ðŸ³ï¸â€âš§ï¸ ðŸˆ ðŸ³ï¸â€ðŸŒˆ,,https://bsky.app/profile/catinthecradle.bsky.social,0,0
annearah.bsky.social,annearah,Annearah,female,https://bsky.app/profile/annearah.bsky.social,0,0
billdog-2.bsky.social,billdog-2,Bill Wilson,male,https://bsky.app/profile/billdog-2.bsky.social,0,0
forevery0ungy.bsky.social,forevery0ungy,Mrs Y,female,https://bsky.app/profile/forevery0ungy.bsky.social,0,0
lemonlimehorse.bsky.social,lemonlimehorse,// Lemon Lime Horse \\,male,https://bsky.app/profile/lemonlimehorse.bsky.social,0.666666667,2
richardseymour.bsky.social,richardseymour,RichardLovesðŸ’œMusicðŸ©·,male,https://bsky.app/profile/richardseymour.bsky.social,0,0
ceilingcat69.bsky.social,ceilingcat69,LeftyCat,female,https://bsky.app/profile/ceilingcat69.bsky.social,0.333333333,1
patfromthestix.bsky.social,patfromthestix,patfromthestix,female,https://bsky.app/profile/patfromthestix.bsky.social,0,0
elijahforerumner.bsky.social,elijahforerumner,ðŸ³ï¸â€ðŸŒˆðŸ³ï¸â€âš§ï¸ Elijah (Forerunner to Jesus),male,https://bsky.app/profile/elijahforerumner.bsky.social,0,0
katephyre.bsky.social,katephyre,Kate Phyre,unknown,https://bsky.app/profile/katephyre.bsky.social,0,0
nbamikeduff.bsky.social,nbamikeduff,Mike Duff,male,https://bsky.app/profile/nbamikeduff.bsky.social,0,0
chloepink.bsky.social,chloepink,Chloe P Is Here!!!!,male,https://bsky.app/profile/chloepink.bsky.social,0.25,9
debbie292d.bsky.social,debbie292d,Debbie  ðŸŒŠðŸ’™,male,https://bsky.app/profile/debbie292d.bsky.social,0,0
jtdakota.bsky.social,jtdakota,LifeAdvisoryâ„¢.com ,unknown,https://bsky.app/profile/jtdakota.bsky.social,0,0
thegrumpyoldfart.bsky.social,thegrumpyoldfart,The Grumpy Old Fart,male,https://bsky.app/profile/thegrumpyoldfart.bsky.social,0,0
aatoni.bsky.social,aatoni,"Antonio ""Toni"" Boston creme puff",,https://bsky.app/profile/aatoni.bsky.social,0,0
psmith1969.bsky.social,psmith1969,Paulette Antara,male,https://bsky.app/profile/psmith1969.bsky.social,0,0
cingal50.bsky.social,cingal50,Linda Malin,unknown,https://bsky.app/profile/cingal50.bsky.social,0,0
insomniac2024.bsky.social,insomniac2024,J.A. Misek,female,https://bsky.app/profile/insomniac2024.bsky.social,0.2,2
chfrench.bsky.social,chfrench,BlueSierra Resists,female,https://bsky.app/profile/chfrench.bsky.social,0,0
queenoflark.bsky.social,queenoflark,ðŸ’™ Loren  J ðŸ’™,male,https://bsky.app/profile/queenoflark.bsky.social,0,0
snazzybean.bsky.social,snazzybean,Snazzy Bean,female,https://bsky.app/profile/snazzybean.bsky.social,0,0
kimbo315.bsky.social,kimbo315,KimmieðŸ’™ðŸŒˆðŸŒŠðŸ•ðŸ¦‹ ðŸ‡¨ðŸ‡¦,,https://bsky.app/profile/kimbo315.bsky.social,0,0
galliwag.bsky.social,galliwag,Galliwag â˜®ï¸ðŸ•Šï¸â˜¯ï¸ðŸ‡ºðŸ‡¸ðŸ³ï¸â€ðŸŒˆðŸ‡ºðŸ‡¦ðŸ’™,male,https://bsky.app/profile/galliwag.bsky.social,0,0
freedom2323.bsky.social,freedom2323,Freedom ðŸ’™Bluewave,unknown,https://bsky.app/profile/freedom2323.bsky.social,0,0
raventerp1.bsky.social,raventerp1,,unknown,https://bsky.app/profile/raventerp1.bsky.social,0,0
minskimrtn.bsky.social,minskimrtn,Minna Martin,unknown,https://bsky.app/profile/minskimrtn.bsky.social,0,0
bluestormcomin1.bsky.social,bluestormcomin1,#BlueStormComin1 ðŸ’™ðŸ‘£â˜„ï¸ðŸŒŠ,female,https://bsky.app/profile/bluestormcomin1.bsky.social,0.000472367,5
goodvibesandrew.bsky.social,goodvibesandrew,Andrew,male,https://bsky.app/profile/goodvibesandrew.bsky.social,0,0
christymche.bsky.social,christymche,ðŸ‡ºðŸ‡¸ChristyðŸ‡¨ðŸ‡¦,male,https://bsky.app/profile/christymche.bsky.social,0,0
karen0628.bsky.social,karen0628,Karen0628,female,https://bsky.app/profile/karen0628.bsky.social,0,0
nadeemjutt786.bsky.social,nadeemjutt786,Nadeem jutt 804,female,https://bsky.app/profile/nadeemjutt786.bsky.social,0,0
monti65.bsky.social,monti65,Monti65,female,https://bsky.app/profile/monti65.bsky.social,0,0
michaelandfred.bsky.social,michaelandfred,Michaelandfred,male,https://bsky.app/profile/michaelandfred.bsky.social,0,0
moritzbhg.bsky.social,moritzbhg,Moritz Le Ukraine Supporter ðŸŒŠ,male,https://bsky.app/profile/moritzbhg.bsky.social,0,0
bahmanjazooyeh.bsky.social,bahmanjazooyeh,BAHMAN JAZOOYEH,male,https://bsky.app/profile/bahmanjazooyeh.bsky.social,0,0
popster849.bsky.social,popster849,Popster849,female,https://bsky.app/profile/popster849.bsky.social,0,0
krimsin.bsky.social,krimsin,Krimsin King,female,https://bsky.app/profile/krimsin.bsky.social,0,0
magentalilly.bsky.social,magentalilly,,male,https://bsky.app/profile/magentalilly.bsky.social,0,0
tennesseegrandma.bsky.social,tennesseegrandma,,female,https://bsky.app/profile/tennesseegrandma.bsky.social,0,0
superday.bsky.social,superday,SuperDay,male,https://bsky.app/profile/superday.bsky.social,0,0
bluebirdalert.bsky.social,bluebirdalert,The Bluebird Alert,male,https://bsky.app/profile/bluebirdalert.bsky.social,0,0
brecca07.bsky.social,brecca07,,female,https://bsky.app/profile/brecca07.bsky.social,0,0
fakedigdoug.bsky.social,fakedigdoug,Douglas Smith ðŸ’™ðŸ’›ðŸŒˆâ„ï¸ðŸŒŠðŸ§¨,female,https://bsky.app/profile/fakedigdoug.bsky.social,0,0
jaypee364.bsky.social,jaypee364,Jp364,male,https://bsky.app/profile/jaypee364.bsky.social,0,0
gemini695.bsky.social,gemini695,gemini695,male,https://bsky.app/profile/gemini695.bsky.social,0,0
jennydee.bsky.social,jennydee,JennyDee,male,https://bsky.app/profile/jennydee.bsky.social,0,0
bohemianshe.bsky.social,bohemianshe,,male,https://bsky.app/profile/bohemianshe.bsky.social,0,0
belindamavora.bsky.social,belindamavora,BelindaMavora,male,https://bsky.app/profile/belindamavora.bsky.social,0,0
macjacq.bsky.social,macjacq,Jacq,unknown,https://bsky.app/profile/macjacq.bsky.social,0,0
ranamusman.bsky.social,ranamusman,ðŸ’™ Rana Usman ðŸ’™,unknown,https://bsky.app/profile/ranamusman.bsky.social,0,0
greenmamalama.bsky.social,greenmamalama,,unknown,https://bsky.app/profile/greenmamalama.bsky.social,0,0
mutsy67.bsky.social,mutsy67,Shari in AZðŸŒµ,female,https://bsky.app/profile/mutsy67.bsky.social,0,0
ceads57.bsky.social,ceads57,,female,https://bsky.app/profile/ceads57.bsky.social,0,0
squeakyanna.bsky.social,squeakyanna,Squeaky Wheel,male,https://bsky.app/profile/squeakyanna.bsky.social,0,0
dknj66.bsky.social,dknj66,DebraKðŸ¦‹,male,https://bsky.app/profile/dknj66.bsky.social,0,0
gucciburr.bsky.social,gucciburr,Gucci Burr,unknown,https://bsky.app/profile/gucciburr.bsky.social,0.2,3
sassycc.bsky.social,sassycc,ChristinaðŸŒŠðŸŒŠ,female,https://bsky.app/profile/sassycc.bsky.social,0,0
karmashan.bsky.social,karmashan,Karma-Shan,unknown,https://bsky.app/profile/karmashan.bsky.social,0,0
american4love.bsky.social,american4love,ð“‘ð“® ð“½ð“±ð“® ð“’ð“±ð“ªð“·ð“°ð“®,male,https://bsky.app/profile/american4love.bsky.social,0,0
i-see-blue-skies.bsky.social,i-see-blue-skies,Kathy,male,https://bsky.app/profile/i-see-blue-skies.bsky.social,0,0
susanmcgraw88.bsky.social,susanmcgraw88,ScubaSuzyQðŸ’™ðŸ¦‹,male,https://bsky.app/profile/susanmcgraw88.bsky.social,0,0
ingahansen.bsky.social,ingahansen,Inga Hansen,female,https://bsky.app/profile/ingahansen.bsky.social,0,0
mistervantastic.bsky.social,mistervantastic,Greg,female,https://bsky.app/profile/mistervantastic.bsky.social,0,0
wordworkin.bsky.social,wordworkin,wordworkin,female,https://bsky.app/profile/wordworkin.bsky.social,0,0
mizter4you2.bsky.social,mizter4you2,Pravesh,female,https://bsky.app/profile/mizter4you2.bsky.social,0,0
rayleengale.bsky.social,rayleengale,ðŸ’™ Gale ðŸ’™,female,https://bsky.app/profile/rayleengale.bsky.social,0,0
zman12.bsky.social,zman12,,female,https://bsky.app/profile/zman12.bsky.social,0,0
clpaxx.bsky.social,clpaxx,Claire,male,https://bsky.app/profile/clpaxx.bsky.social,0,0
mz-boop.bsky.social,mz-boop,Mz Boop,male,https://bsky.app/profile/mz-boop.bsky.social,0,0
pamlynn66.bsky.social,pamlynn66,Pamlynn,male,https://bsky.app/profile/pamlynn66.bsky.social,0,0
laundryprncss.bsky.social,laundryprncss,Tina Webb,unknown,https://bsky.app/profile/laundryprncss.bsky.social,0,0
papaj-adventures.bsky.social,papaj-adventures,,male,https://bsky.app/profile/papaj-adventures.bsky.social,0,0
dianaresists.bsky.social,dianaresists,DianaResists,male,https://bsky.app/profile/dianaresists.bsky.social,0,0
irenewellman1.bsky.social,irenewellman1,Irene Wellman,male,https://bsky.app/profile/irenewellman1.bsky.social,0,0
sylvester7892.bsky.social,sylvester7892,Sylvester,male,https://bsky.app/profile/sylvester7892.bsky.social,0,0
margieinitaly.bsky.social,margieinitaly,Margie in Italy,female,https://bsky.app/profile/margieinitaly.bsky.social,0,0
lisadeg6.bsky.social,lisadeg6,Lisa,male,https://bsky.app/profile/lisadeg6.bsky.social,0,0
woojy1956.bsky.social,woojy1956,Linda Fernandez-Munn,male,https://bsky.app/profile/woojy1956.bsky.social,0,0
lifedancer.bsky.social,lifedancer,,male,https://bsky.app/profile/lifedancer.bsky.social,0,0
valyent.bsky.social,valyent,Valyent.cloud,male,https://bsky.app/profile/valyent.bsky.social,0,0
shuaibayyub.bsky.social,shuaibayyub,Shuaib Ayyub,male,https://bsky.app/profile/shuaibayyub.bsky.social,0,0
vin091.bsky.social,vin091,,male,https://bsky.app/profile/vin091.bsky.social,0,0
shopifyexpert4499.bsky.social,shopifyexpert4499,E-commerce Website Developer & Marketer,female,https://bsky.app/profile/shopifyexpert4499.bsky.social,0,0
lauraxs15.bsky.social,lauraxs15,ð‹ðšð®ð«ðšá¶œÊ³á¶ ,male,https://bsky.app/profile/lauraxs15.bsky.social,0,0
nelsonbrooks.bsky.social,nelsonbrooks,Nelson Brooks,female,https://bsky.app/profile/nelsonbrooks.bsky.social,0,0
rebeccaco.bsky.social,rebeccaco,rebeccaco,male,https://bsky.app/profile/rebeccaco.bsky.social,0,0
viberone.bsky.social,viberone,Lil Breeze,male,https://bsky.app/profile/viberone.bsky.social,0,0
gamedevcharly.bsky.social,gamedevcharly,Charly,male,https://bsky.app/profile/gamedevcharly.bsky.social,0,0
joaniegentian.bsky.social,joaniegentian,Joanie MacPhee,male,https://bsky.app/profile/joaniegentian.bsky.social,0,0
arcrite.bsky.social,arcrite,We live in hell,male,https://bsky.app/profile/arcrite.bsky.social,0,0
valueyund.bsky.social,valueyund,Valentina,male,https://bsky.app/profile/valueyund.bsky.social,0,0
digivudu.bsky.social,digivudu,DigiVÃ¼DÃ¼,male,https://bsky.app/profile/digivudu.bsky.social,0,0
wolfswapdotapp.bsky.social,wolfswapdotapp,Wolfswap | Swap & Earn,male,https://bsky.app/profile/wolfswapdotapp.bsky.social,0,0
babyblue10.bsky.social,babyblue10,,male,https://bsky.app/profile/babyblue10.bsky.social,0,0
oofc23oo.bsky.social,oofc23oo,BoB oXo,male,https://bsky.app/profile/oofc23oo.bsky.social,0,0
sundogkris.bsky.social,sundogkris,Hortance B,male,https://bsky.app/profile/sundogkris.bsky.social,0,0
pumpguy1988.bsky.social,pumpguy1988,Marko Polo,,https://bsky.app/profile/pumpguy1988.bsky.social,0,0
bndsnoopy4.bsky.social,bndsnoopy4,,male,https://bsky.app/profile/bndsnoopy4.bsky.social,0,0
copek23.bsky.social,copek23,Captain Crunchy,female,https://bsky.app/profile/copek23.bsky.social,0,0
atheistmemebase.bsky.social,atheistmemebase,Atheist Meme Base,male,https://bsky.app/profile/atheistmemebase.bsky.social,0,0
patriotclyde.bsky.social,patriotclyde,I like Democracy & the Rule of Law! ,male,https://bsky.app/profile/patriotclyde.bsky.social,0,0
doggiesrule.bsky.social,doggiesrule,,,https://bsky.app/profile/doggiesrule.bsky.social,0,0
harshreality13.bsky.social,harshreality13,,female,https://bsky.app/profile/harshreality13.bsky.social,0,0
lewatkinson.bsky.social,lewatkinson,Lew Atkinson,male,https://bsky.app/profile/lewatkinson.bsky.social,0,0
turquoiseskye.bsky.social,turquoiseskye,,female,https://bsky.app/profile/turquoiseskye.bsky.social,0,0
lotusgdess.bsky.social,lotusgdess,Best Blue State Kate,male,https://bsky.app/profile/lotusgdess.bsky.social,0,0
eezelpreezel.bsky.social,eezelpreezel,April ðŸ’™ðŸ’œðŸ§¡ she/her/hers,male,https://bsky.app/profile/eezelpreezel.bsky.social,1,1
corgiowner.bsky.social,corgiowner,Corgi Owners community,female,https://bsky.app/profile/corgiowner.bsky.social,0,0
zenbite.bsky.social,zenbite,JosÃ© D,female,https://bsky.app/profile/zenbite.bsky.social,0,0
jmp71.bsky.social,jmp71,JMP71,male,https://bsky.app/profile/jmp71.bsky.social,0,0
beehzen.bsky.social,beehzen,BeeHðŸ,unknown,https://bsky.app/profile/beehzen.bsky.social,0,0
cacowgirl911.bsky.social,cacowgirl911,Brenda Faye Seymore,male,https://bsky.app/profile/cacowgirl911.bsky.social,0,0
lindabqu5.bsky.social,lindabqu5,Linda,male,https://bsky.app/profile/lindabqu5.bsky.social,0,0
delaneykirk.bsky.social,delaneykirk,DelaneyKirk,male,https://bsky.app/profile/delaneykirk.bsky.social,0,0
bangabanga.bsky.social,bangabanga,Banga,unknown,https://bsky.app/profile/bangabanga.bsky.social,0,0
sharksashivers.bsky.social,sharksashivers,Tiff/Sharksa is tired lol,male,https://bsky.app/profile/sharksashivers.bsky.social,0,0
theusgovernment.bsky.social,theusgovernment,The US Government,,https://bsky.app/profile/theusgovernment.bsky.social,0,0
dittotoo.bsky.social,dittotoo,DittoToo,male,https://bsky.app/profile/dittotoo.bsky.social,0,0
georgecantstandya.bsky.social,georgecantstandya,George Cantstandya,unknown,https://bsky.app/profile/georgecantstandya.bsky.social,0,0
liberal-veteran.bsky.social,liberal-veteran,Liberal Veteran,female,https://bsky.app/profile/liberal-veteran.bsky.social,0,0
g-mvc.bsky.social,g-mvc,Just-A-girl-In-An-Imperfect-World,female,https://bsky.app/profile/g-mvc.bsky.social,0,0
genxmodelyr69.bsky.social,genxmodelyr69,,male,https://bsky.app/profile/genxmodelyr69.bsky.social,0,0
poppy53.bsky.social,poppy53,Poppy53 ðŸ‡«ðŸ‡® ðŸ‡¬ðŸ‡· ðŸ‡§ðŸ‡ª ðŸ‡¬ðŸ‡§ ,female,https://bsky.app/profile/poppy53.bsky.social,0,0
leeleeinok.bsky.social,leeleeinok,Lisa Wada,,https://bsky.app/profile/leeleeinok.bsky.social,0,0
beaupeep.bsky.social,beaupeep,BeauPeep ðŸ’—,male,https://bsky.app/profile/beaupeep.bsky.social,0,0
mel46011.bsky.social,mel46011,Catherine,unknown,https://bsky.app/profile/mel46011.bsky.social,0,0
halfcrispyduck.bsky.social,halfcrispyduck,Becky Swanson,unknown,https://bsky.app/profile/halfcrispyduck.bsky.social,0.166666667,1
sjtr71.bsky.social,sjtr71,Sergio Joaquin Torres-Rivas,unknown,https://bsky.app/profile/sjtr71.bsky.social,0,0
mtgrizblue.bsky.social,mtgrizblue,Mandy Taylor,female,https://bsky.app/profile/mtgrizblue.bsky.social,0,0
zaga2023.bsky.social,zaga2023,,male,https://bsky.app/profile/zaga2023.bsky.social,0,0
xgig8.bsky.social,xgig8,Anthony Blundetto,male,https://bsky.app/profile/xgig8.bsky.social,0,0
mikebannon11.bsky.social,mikebannon11,Mike Bannon,female,https://bsky.app/profile/mikebannon11.bsky.social,0,0
happy213.bsky.social,happy213,Happy213,female,https://bsky.app/profile/happy213.bsky.social,0,0
bekind2.bsky.social,bekind2,Be Kind 2 All ,female,https://bsky.app/profile/bekind2.bsky.social,0,0
nataliegoldfein.bsky.social,nataliegoldfein,,male,https://bsky.app/profile/nataliegoldfein.bsky.social,0,0
mazeusxenon.bsky.social,mazeusxenon,Mazeus Xenon,male,https://bsky.app/profile/mazeusxenon.bsky.social,0,0
