Id,Label,DisplayName,Gender,ProfileURL,ClusteringCoefficient,Triangles
jessesuikkanen.bsky.social,jessesuikkanen,Jesse,male,https://bsky.app/profile/jessesuikkanen.bsky.social,0,0
michellechesebro.bsky.social,michellechesebro,,male,https://bsky.app/profile/michellechesebro.bsky.social,0,0
darrelrm.bsky.social,darrelrm,Darrel,male,https://bsky.app/profile/darrelrm.bsky.social,0,0
gradybirns.bsky.social,gradybirns,Grady Birns,male,https://bsky.app/profile/gradybirns.bsky.social,0,0
wendyg5.bsky.social,wendyg5,WendyðŸ±ðŸˆðŸ¶ðŸ•,male,https://bsky.app/profile/wendyg5.bsky.social,0,0
ginjennyclark4.bsky.social,ginjennyclark4,Virginia Lee Graham,male,https://bsky.app/profile/ginjennyclark4.bsky.social,0,0
otiker.bsky.social,otiker,N8O,,https://bsky.app/profile/otiker.bsky.social,0,0
mklcolvin.bsky.social,mklcolvin,mklcolvin,male,https://bsky.app/profile/mklcolvin.bsky.social,0,0
ray-ban65.bsky.social,ray-ban65,Ray-Ban,female,https://bsky.app/profile/ray-ban65.bsky.social,0,0
tindeth.bsky.social,tindeth,Tind.eth,male,https://bsky.app/profile/tindeth.bsky.social,0,0
knottyxpleasure.bsky.social,knottyxpleasure,Knottypleassure,male,https://bsky.app/profile/knottyxpleasure.bsky.social,0,0
chiarra.bsky.social,chiarra,Chiarra Sue,,https://bsky.app/profile/chiarra.bsky.social,0,0
clark13861.bsky.social,clark13861,Clark,female,https://bsky.app/profile/clark13861.bsky.social,0,0
lilly8123.bsky.social,lilly8123,Lilly,male,https://bsky.app/profile/lilly8123.bsky.social,0,0
lynnlaughs.bsky.social,lynnlaughs,Lynn,female,https://bsky.app/profile/lynnlaughs.bsky.social,0,0
rikjesse.bsky.social,rikjesse,Rik Jesse,male,https://bsky.app/profile/rikjesse.bsky.social,0,0
therealbtc.bsky.social,therealbtc,BTC (not the crypto),male,https://bsky.app/profile/therealbtc.bsky.social,0,0
freedomofchoice.bsky.social,freedomofchoice,ðŸŒŸðŸ’™ATHENAðŸ’™ðŸŒŸ,female,https://bsky.app/profile/freedomofchoice.bsky.social,0,0
woliper2024.bsky.social,woliper2024,,female,https://bsky.app/profile/woliper2024.bsky.social,0,0
worrystone.bsky.social,worrystone,Worrystone,male,https://bsky.app/profile/worrystone.bsky.social,0,0
sunny72.bsky.social,sunny72,Free Spirit | Broken Heart,unknown,https://bsky.app/profile/sunny72.bsky.social,0,0
douglas0011.bsky.social,douglas0011,Douglas M Fraser,male,https://bsky.app/profile/douglas0011.bsky.social,0,0
justanimalthings.bsky.social,justanimalthings,,male,https://bsky.app/profile/justanimalthings.bsky.social,0,0
kgraves423.bsky.social,kgraves423,ðŸ©·ðŸ§¡ðŸ’›KellyðŸ’šðŸ’™ðŸ’œ,male,https://bsky.app/profile/kgraves423.bsky.social,0,0
johnanderbereg1.bsky.social,johnanderbereg1,John Anderberg,unknown,https://bsky.app/profile/johnanderbereg1.bsky.social,0,0
niyanajima.bsky.social,niyanajima,Niya Najima,male,https://bsky.app/profile/niyanajima.bsky.social,0,0
adorablesophoxo.bsky.social,adorablesophoxo,Juli ðŸª·,,https://bsky.app/profile/adorablesophoxo.bsky.social,0,0
bumo33157.bsky.social,bumo33157,,male,https://bsky.app/profile/bumo33157.bsky.social,0,0
pdplowell.bsky.social,pdplowell,pdplowell,unknown,https://bsky.app/profile/pdplowell.bsky.social,0,0
sdransomspeaks.bsky.social,sdransomspeaks,Wide Awake,female,https://bsky.app/profile/sdransomspeaks.bsky.social,0,0
bluewave26.bsky.social,bluewave26,BlueWave26 ðŸŒŠðŸ’™ðŸ¶ðŸ’™,female,https://bsky.app/profile/bluewave26.bsky.social,0,0
nancymuk7.bsky.social,nancymuk7,Nancy,male,https://bsky.app/profile/nancymuk7.bsky.social,0,0
carolburk.bsky.social,carolburk,Carol Burk,female,https://bsky.app/profile/carolburk.bsky.social,0,0
larry51043.bsky.social,larry51043,Larry Michael,,https://bsky.app/profile/larry51043.bsky.social,0,0
cold-m.bsky.social,cold-m,,male,https://bsky.app/profile/cold-m.bsky.social,0,0
simonejohn.bsky.social,simonejohn,,unknown,https://bsky.app/profile/simonejohn.bsky.social,0,0
tippytaff.bsky.social,tippytaff,GemmaGem,unknown,https://bsky.app/profile/tippytaff.bsky.social,0,0
eneral.bsky.social,eneral,ðŸŽ–GEN_Stephen James Townsend âœ¨ï¸,unknown,https://bsky.app/profile/eneral.bsky.social,0,0
derrickfromtexas.bsky.social,derrickfromtexas,Daniel NS,female,https://bsky.app/profile/derrickfromtexas.bsky.social,0,0
deadlymedley.bsky.social,deadlymedley,TheDeadlyMedleyâ¤ï¸ðŸ³ï¸â€ðŸŒˆâ˜®ï¸ðŸŒŽâ›±ï¸ðŸ‘œ,male,https://bsky.app/profile/deadlymedley.bsky.social,0,0
jamesbond001.bsky.social,jamesbond001,,male,https://bsky.app/profile/jamesbond001.bsky.social,0,0
pdblunt.bsky.social,pdblunt,Paul Blunt,female,https://bsky.app/profile/pdblunt.bsky.social,0,0
carrnage77.bsky.social,carrnage77,,female,https://bsky.app/profile/carrnage77.bsky.social,0,0
tommytwofive.bsky.social,tommytwofive,tommy â˜­,female,https://bsky.app/profile/tommytwofive.bsky.social,0,0
spadehead.bsky.social,spadehead,Doug,male,https://bsky.app/profile/spadehead.bsky.social,0,0
toddzelin.bsky.social,toddzelin,Thatâ€™s my Megalopolis face,male,https://bsky.app/profile/toddzelin.bsky.social,0,0
magzdilla.bsky.social,magzdilla,Stone Cold Jane Austen,male,https://bsky.app/profile/magzdilla.bsky.social,0,0
aubreyren70.bsky.social,aubreyren70,,female,https://bsky.app/profile/aubreyren70.bsky.social,0,0
mastercheeks.bsky.social,mastercheeks,Anirban Sarkar ðŸ‡µðŸ‡¸,female,https://bsky.app/profile/mastercheeks.bsky.social,0,0
renissance1.bsky.social,renissance1,Christina(Tina) Hendriks,male,https://bsky.app/profile/renissance1.bsky.social,0,0
molliestratton.bsky.social,molliestratton,Mollie Stratton,female,https://bsky.app/profile/molliestratton.bsky.social,0,0
yagsotol.bsky.social,yagsotol,Yagi Â°OOÂ°,male,https://bsky.app/profile/yagsotol.bsky.social,0,0
jackhenrygreene.bsky.social,jackhenrygreene,Jack,male,https://bsky.app/profile/jackhenrygreene.bsky.social,0,0
johnnypi.bsky.social,johnnypi,Eateth Pilaf,female,https://bsky.app/profile/johnnypi.bsky.social,0,0
meganmarianne.bsky.social,meganmarianne,Megan Kennedy,female,https://bsky.app/profile/meganmarianne.bsky.social,0,0
outerspacedotcom.bsky.social,outerspacedotcom,outerspace.com,male,https://bsky.app/profile/outerspacedotcom.bsky.social,1,1
ataberkkk.bsky.social,ataberkkk,,male,https://bsky.app/profile/ataberkkk.bsky.social,0,0
kikaiji.bsky.social,kikaiji,,male,https://bsky.app/profile/kikaiji.bsky.social,0,0
chrisdurst.bsky.social,chrisdurst,Chris Durst,male,https://bsky.app/profile/chrisdurst.bsky.social,0,0
profkilljoy7z.bsky.social,profkilljoy7z,Maus,male,https://bsky.app/profile/profkilljoy7z.bsky.social,0,0
argonnite.bsky.social,argonnite,,unknown,https://bsky.app/profile/argonnite.bsky.social,0,0
giuseppemameli.bsky.social,giuseppemameli,Giuseppe Mameli,unknown,https://bsky.app/profile/giuseppemameli.bsky.social,0,0
geewillikkers.bsky.social,geewillikkers,weasel boy,unknown,https://bsky.app/profile/geewillikkers.bsky.social,0,0
nikolasneon.bsky.social,nikolasneon,Nikolas Neon,female,https://bsky.app/profile/nikolasneon.bsky.social,0,0
abbasax.bsky.social,abbasax,Jason F,female,https://bsky.app/profile/abbasax.bsky.social,0,0
subpissive.bsky.social,subpissive,Sass,male,https://bsky.app/profile/subpissive.bsky.social,0,0
morganlbrown.bsky.social,morganlbrown,Morgan Brown,male,https://bsky.app/profile/morganlbrown.bsky.social,0,0
relaxmada.bsky.social,relaxmada,,unknown,https://bsky.app/profile/relaxmada.bsky.social,0,0
pjevica.bsky.social,pjevica,pjevica ðŸ‡µðŸ‡¸,female,https://bsky.app/profile/pjevica.bsky.social,0,0
toxicrx.bsky.social,toxicrx,ToxicRx,unknown,https://bsky.app/profile/toxicrx.bsky.social,0,0
gaspard-92.bsky.social,gaspard-92,gaspard,male,https://bsky.app/profile/gaspard-92.bsky.social,0,0
unrealjoevec.bsky.social,unrealjoevec,,male,https://bsky.app/profile/unrealjoevec.bsky.social,0,0
jangcarrangers.bsky.social,jangcarrangers,Jang Carrangers ðŸ’¦ðŸ¥©,male,https://bsky.app/profile/jangcarrangers.bsky.social,0,0
lisbethwasp.bsky.social,lisbethwasp,Lisbeth Salander,female,https://bsky.app/profile/lisbethwasp.bsky.social,0,0
brettkernart.bsky.social,brettkernart,,female,https://bsky.app/profile/brettkernart.bsky.social,0,0
larrin86.bsky.social,larrin86,Samantha Larrin ðŸ³ï¸â€âš§ï¸ðŸ‡µðŸ‡¸,female,https://bsky.app/profile/larrin86.bsky.social,0,0
jakemcpeek.bsky.social,jakemcpeek,Jake McPeek,female,https://bsky.app/profile/jakemcpeek.bsky.social,0,0
flashinghast.bsky.social,flashinghast,flashinghast,female,https://bsky.app/profile/flashinghast.bsky.social,0,0
sewerspewer.bsky.social,sewerspewer,Chris ze Frog ðŸ¸ of Sewer Spewer ðŸ¤®,female,https://bsky.app/profile/sewerspewer.bsky.social,0,0
mickeyblouse.bsky.social,mickeyblouse,mickey,male,https://bsky.app/profile/mickeyblouse.bsky.social,0,0
bsmorris.bsky.social,bsmorris,B.S. Morris,male,https://bsky.app/profile/bsmorris.bsky.social,0,0
gretchenoneil.bsky.social,gretchenoneil,Alice Lastname,male,https://bsky.app/profile/gretchenoneil.bsky.social,0,0
ecnahcz.bsky.social,ecnahcz,,unknown,https://bsky.app/profile/ecnahcz.bsky.social,0,0
applei812.bsky.social,applei812,Call Me Doc,male,https://bsky.app/profile/applei812.bsky.social,0,0
patriciaclee.ca,patriciaclee.ca,ðŸ¤˜Patricia Lee,male,https://bsky.app/profile/patriciaclee.ca,0,0
lankeyguy.bsky.social,lankeyguy,Lankeyguy,male,https://bsky.app/profile/lankeyguy.bsky.social,0,0
torenware.bsky.social,torenware,Rob Thorne,male,https://bsky.app/profile/torenware.bsky.social,0,0
islandgalobama.bsky.social,islandgalobama,92%. ðŸ‡±ðŸ‡¨ðŸ‡»ðŸ‡®,female,https://bsky.app/profile/islandgalobama.bsky.social,0,0
doug5301.bsky.social,doug5301,Doug5301,male,https://bsky.app/profile/doug5301.bsky.social,0,0
brandystanford.bsky.social,brandystanford,BrandyStanford,male,https://bsky.app/profile/brandystanford.bsky.social,0,0
lvrnunyns.bsky.social,lvrnunyns,Robb J,male,https://bsky.app/profile/lvrnunyns.bsky.social,0,0
bad-bandit.bsky.social,bad-bandit,,male,https://bsky.app/profile/bad-bandit.bsky.social,0,0
psavage09.bsky.social,psavage09,,male,https://bsky.app/profile/psavage09.bsky.social,0,0
manzanarez55robin.bsky.social,manzanarez55robin,Manzanarez Robin (Twain),male,https://bsky.app/profile/manzanarez55robin.bsky.social,0,0
christofbrehmer.bsky.social,christofbrehmer,Christof Brehmer #NAFO,female,https://bsky.app/profile/christofbrehmer.bsky.social,0,0
cugga.bsky.social,cugga,,male,https://bsky.app/profile/cugga.bsky.social,0,0
paperdan.bsky.social,paperdan,Paper Dan,female,https://bsky.app/profile/paperdan.bsky.social,0,0
bgspeaks.bsky.social,bgspeaks,Brenda G ðŸ‡¨ðŸ‡¦ðŸ‡ºðŸ‡¸,male,https://bsky.app/profile/bgspeaks.bsky.social,0,0
savvysteph.bsky.social,savvysteph,Jesus was a feminist,male,https://bsky.app/profile/savvysteph.bsky.social,0,0
laughingcricket.bsky.social,laughingcricket,Ian,male,https://bsky.app/profile/laughingcricket.bsky.social,0,0
the-aero-engineer.bsky.social,the-aero-engineer,Aaron,male,https://bsky.app/profile/the-aero-engineer.bsky.social,0,0
mikeyd123.bsky.social,mikeyd123,Mike Donohue,male,https://bsky.app/profile/mikeyd123.bsky.social,0,0
azhbomb.bsky.social,azhbomb,Heather Page-Farlow,male,https://bsky.app/profile/azhbomb.bsky.social,0,0
prudentdemocrat.bsky.social,prudentdemocrat,PrudentDemocrat,male,https://bsky.app/profile/prudentdemocrat.bsky.social,0,0
andreaferrard.bsky.social,andreaferrard,A Ferrard,male,https://bsky.app/profile/andreaferrard.bsky.social,0,0
coblueskies.bsky.social,coblueskies,,male,https://bsky.app/profile/coblueskies.bsky.social,0,0
newittonce.bsky.social,newittonce,,male,https://bsky.app/profile/newittonce.bsky.social,0,0
ottamiway.bsky.social,ottamiway,,male,https://bsky.app/profile/ottamiway.bsky.social,0,0
commanderantilles.bsky.social,commanderantilles,Commander Wedge Antilles,,https://bsky.app/profile/commanderantilles.bsky.social,0,0
circadianrhythm.bsky.social,circadianrhythm,Circadian Rhythm Section,male,https://bsky.app/profile/circadianrhythm.bsky.social,0,0
rfountain-8.bsky.social,rfountain-8,Rick Fountain,female,https://bsky.app/profile/rfountain-8.bsky.social,0,0
wjg222.bsky.social,wjg222,Wendy Gordon,male,https://bsky.app/profile/wjg222.bsky.social,0,0
tmadrigal.bsky.social,tmadrigal,,male,https://bsky.app/profile/tmadrigal.bsky.social,0,0
jtf321.bsky.social,jtf321,Jason Fischer,,https://bsky.app/profile/jtf321.bsky.social,0,0
poobeardebonair.bsky.social,poobeardebonair,Poo Bear Debonair â„¢,female,https://bsky.app/profile/poobeardebonair.bsky.social,0,0
dalane.bsky.social,dalane,Debra Lane,male,https://bsky.app/profile/dalane.bsky.social,0,0
jaimerd.bsky.social,jaimerd,,female,https://bsky.app/profile/jaimerd.bsky.social,0,0
djbhoskins.bsky.social,djbhoskins,Don Hoskins - True North Strong & Free! ðŸ‡¨ðŸ‡¦ðŸ,male,https://bsky.app/profile/djbhoskins.bsky.social,0,0
jpeast.bsky.social,jpeast,,male,https://bsky.app/profile/jpeast.bsky.social,0,0
leokastle.bsky.social,leokastle,Leo Kastle,female,https://bsky.app/profile/leokastle.bsky.social,0,0
steverice.bsky.social,steverice,Steve Rice,female,https://bsky.app/profile/steverice.bsky.social,0,0
sirdavidstewart.bsky.social,sirdavidstewart,,male,https://bsky.app/profile/sirdavidstewart.bsky.social,0,0
gidge.bsky.social,gidge,Exhausted in CO ðŸ’™,unknown,https://bsky.app/profile/gidge.bsky.social,0,0
paigetomkinson.bsky.social,paigetomkinson,,male,https://bsky.app/profile/paigetomkinson.bsky.social,0,0
knittwittier.bsky.social,knittwittier,Suzanne Bills,male,https://bsky.app/profile/knittwittier.bsky.social,0,0
melee67.bsky.social,melee67,,male,https://bsky.app/profile/melee67.bsky.social,0,0
rudrascott.bsky.social,rudrascott,,unknown,https://bsky.app/profile/rudrascott.bsky.social,0,0
rackletang.bsky.social,rackletang,Rackle the Tang ðŸ¦‡ (she/her),male,https://bsky.app/profile/rackletang.bsky.social,0,0
sekrnmsn.bsky.social,sekrnmsn,sekrnmsn,,https://bsky.app/profile/sekrnmsn.bsky.social,0,0
nothingsmonstrd.bsky.social,nothingsmonstrd,Nothings Monstered,male,https://bsky.app/profile/nothingsmonstrd.bsky.social,0,0
rudeartichoke.bsky.social,rudeartichoke,Rude Artichoke,unknown,https://bsky.app/profile/rudeartichoke.bsky.social,0,0
nickyschwenzer.bsky.social,nickyschwenzer,Nicky Schwenzer,female,https://bsky.app/profile/nickyschwenzer.bsky.social,0,0
tracylove1.bsky.social,tracylove1,Tracy love,female,https://bsky.app/profile/tracylove1.bsky.social,0,0
aaronmalik828.bsky.social,aaronmalik828,,male,https://bsky.app/profile/aaronmalik828.bsky.social,0,0
marykr41.bsky.social,marykr41,Mary,female,https://bsky.app/profile/marykr41.bsky.social,0,0
joneson.bsky.social,joneson,joneson/Formerly bonesfanancy,,https://bsky.app/profile/joneson.bsky.social,0,0
bthatguy.bsky.social,bthatguy,ThatGuy,male,https://bsky.app/profile/bthatguy.bsky.social,0,0
melcharier.bsky.social,melcharier,MelðŸ‡ºðŸ‡¸ðŸ¦…ðŸŒŠðŸ’¯ðŸŒŽðŸ™ðŸ¾ðŸŒˆ,unknown,https://bsky.app/profile/melcharier.bsky.social,0,0
atanas-g-atanasov.bsky.social,atanas-g-atanasov,Atanas G. Atanasov,unknown,https://bsky.app/profile/atanas-g-atanasov.bsky.social,0,0
mindcite.bsky.social,mindcite,MindciteðŸ’¥,unknown,https://bsky.app/profile/mindcite.bsky.social,0,0
bubacarr70.bsky.social,bubacarr70,,female,https://bsky.app/profile/bubacarr70.bsky.social,0,0
kentuckyartist.bsky.social,kentuckyartist,Drew ðŸ’™ðŸ‘¨ðŸ»â€ðŸŽ¨ðŸ§›ðŸ»â€â™‚ï¸ðŸ¶ðŸðŸŒˆ,male,https://bsky.app/profile/kentuckyartist.bsky.social,0,0
shaymarie1024.bsky.social,shaymarie1024,ShayMarie1024,male,https://bsky.app/profile/shaymarie1024.bsky.social,0,0
scammertracker.bsky.social,scammertracker,End Scam,female,https://bsky.app/profile/scammertracker.bsky.social,0,0
richardsmith233.bsky.social,richardsmith233,LA camera,female,https://bsky.app/profile/richardsmith233.bsky.social,0,0
bealer.net,bealer.net,David Bealer,female,https://bsky.app/profile/bealer.net,0,0
terriresists.bsky.social,terriresists,Terri Resists #FAFO,male,https://bsky.app/profile/terriresists.bsky.social,0,0
jtahoejoe.bsky.social,jtahoejoe,Tahoe Joe,male,https://bsky.app/profile/jtahoejoe.bsky.social,0,0
jammy5.bsky.social,jammy5,Moondoggy the Big Kahuna,male,https://bsky.app/profile/jammy5.bsky.social,0,0
cmacdee.bsky.social,cmacdee,The Lanky Libtard,female,https://bsky.app/profile/cmacdee.bsky.social,0,0
steven484.bsky.social,steven484,,female,https://bsky.app/profile/steven484.bsky.social,0,0
d456m.bsky.social,d456m,,male,https://bsky.app/profile/d456m.bsky.social,0,0
wile.bsky.social,wile,Liberal Alley Cat ðŸ¦‹,female,https://bsky.app/profile/wile.bsky.social,0,0
savannahpeace.bsky.social,savannahpeace,Cyndi,male,https://bsky.app/profile/savannahpeace.bsky.social,0,0
phikanet.bsky.social,phikanet,Phikanet,male,https://bsky.app/profile/phikanet.bsky.social,0,0
jeffhughes.bsky.social,jeffhughes,Jeff HugheðŸ‡¨ðŸ‡¦ðŸ‡¨ðŸ‡¦ðŸ‡¨ðŸ‡¦,female,https://bsky.app/profile/jeffhughes.bsky.social,0,0
ebraheemcsay.bsky.social,ebraheemcsay,YCsay,female,https://bsky.app/profile/ebraheemcsay.bsky.social,0,0
thorchrs.bsky.social,thorchrs,ðŸ¦‹ ð•®ð–ð–—ð–Žð–˜ ð•¿ð–ð–”ð–—ð–“ð–ŠÂ® ,male,https://bsky.app/profile/thorchrs.bsky.social,0,0
unitedequality.bsky.social,unitedequality,,male,https://bsky.app/profile/unitedequality.bsky.social,0,0
myspacetom2003.bsky.social,myspacetom2003,Tom from Myspace (Parody),male,https://bsky.app/profile/myspacetom2003.bsky.social,0,0
andriy039.bsky.social,andriy039,Andriy,male,https://bsky.app/profile/andriy039.bsky.social,0,0
johnwayne171.bsky.social,johnwayne171,John Wayne,female,https://bsky.app/profile/johnwayne171.bsky.social,0,0
navy-vet.bsky.social,navy-vet,Navy-Veteran,female,https://bsky.app/profile/navy-vet.bsky.social,0,0
paxwilder.bsky.social,paxwilder,,male,https://bsky.app/profile/paxwilder.bsky.social,0,0
jiml-hardrockgtrs.bsky.social,jiml-hardrockgtrs,Jim L ðŸŽ¸,male,https://bsky.app/profile/jiml-hardrockgtrs.bsky.social,0,0
benjaminsmith7.bsky.social,benjaminsmith7,Benjamin Smith,unknown,https://bsky.app/profile/benjaminsmith7.bsky.social,0,0
vernal3.bsky.social,vernal3,Borntobe Free ðŸŒŽðŸŒðŸŒðŸ³ï¸â€ðŸŒˆâ˜¸ï¸,female,https://bsky.app/profile/vernal3.bsky.social,0,0
anthonyturriff.bsky.social,anthonyturriff,Anthony Turriff,unknown,https://bsky.app/profile/anthonyturriff.bsky.social,0,0
adm555.bsky.social,adm555,Alex,male,https://bsky.app/profile/adm555.bsky.social,0,0
michaelocunningham.bsky.social,michaelocunningham,Michael C #Indivisible Pueblo,male,https://bsky.app/profile/michaelocunningham.bsky.social,0,0
eddsmitty.bsky.social,eddsmitty,Eddie Smith,male,https://bsky.app/profile/eddsmitty.bsky.social,0,0
ridgerunner5419.bsky.social,ridgerunner5419,Rupe,female,https://bsky.app/profile/ridgerunner5419.bsky.social,0,0
glendunlap.bsky.social,glendunlap,Glen Dunlap,female,https://bsky.app/profile/glendunlap.bsky.social,0,0
patrikdomberg.bsky.social,patrikdomberg,Patrik Domberg ðŸ‡¸ðŸ‡ªðŸŒ»ðŸ³ï¸â€ðŸŒˆ,female,https://bsky.app/profile/patrikdomberg.bsky.social,0,0
patricia-ann.bsky.social,patricia-ann,2021-Free until now ðŸŒ²,female,https://bsky.app/profile/patricia-ann.bsky.social,0,0
jasonfest.bsky.social,jasonfest,,female,https://bsky.app/profile/jasonfest.bsky.social,0,0
rctraveler58.bsky.social,rctraveler58,,female,https://bsky.app/profile/rctraveler58.bsky.social,0,0
mrsmisanthrope369.bsky.social,mrsmisanthrope369,Copperhead33,male,https://bsky.app/profile/mrsmisanthrope369.bsky.social,0,0
larahammoudeh.bsky.social,larahammoudeh,LARA  âœï¸ðŸ‰ðŸ‡µðŸ‡¸,male,https://bsky.app/profile/larahammoudeh.bsky.social,0,0
privatejackson.bsky.social,privatejackson,Alan Jackson ðŸ”·,male,https://bsky.app/profile/privatejackson.bsky.social,0,0
hrhprinceandrew.bsky.social,hrhprinceandrew,HRHYORKDUCK,unknown,https://bsky.app/profile/hrhprinceandrew.bsky.social,0,0
ccatl.bsky.social,ccatl,,male,https://bsky.app/profile/ccatl.bsky.social,0,0
neptune772.bsky.social,neptune772,,male,https://bsky.app/profile/neptune772.bsky.social,0,0
vtag.bsky.social,vtag,PTN PNH,male,https://bsky.app/profile/vtag.bsky.social,0,0
jaydengler23.bsky.social,jaydengler23,,male,https://bsky.app/profile/jaydengler23.bsky.social,0,0
taras19921.bsky.social,taras19921,Taras,female,https://bsky.app/profile/taras19921.bsky.social,0,0
scottcallum.bsky.social,scottcallum,,male,https://bsky.app/profile/scottcallum.bsky.social,0,0
konsyse.com,konsyse.com,Konsyse,male,https://bsky.app/profile/konsyse.com,0,0
whitchmi.bsky.social,whitchmi,Jill - #DemCastMI,male,https://bsky.app/profile/whitchmi.bsky.social,0,0
bassrck5000.bsky.social,bassrck5000,BassRck5000,male,https://bsky.app/profile/bassrck5000.bsky.social,0,0
whipsticks.bsky.social,whipsticks,WicksStephen,male,https://bsky.app/profile/whipsticks.bsky.social,0,0
peter8080.bsky.social,peter8080,,male,https://bsky.app/profile/peter8080.bsky.social,0,0
drmatthewcooke.bsky.social,drmatthewcooke,Dr. Matthew .C.,female,https://bsky.app/profile/drmatthewcooke.bsky.social,0,0
dzaia40.bsky.social,dzaia40,Dave Czaja,male,https://bsky.app/profile/dzaia40.bsky.social,0,0
sam50882.bsky.social,sam50882,,female,https://bsky.app/profile/sam50882.bsky.social,0,0
susanfern070.bsky.social,susanfern070,Susan in WA State,male,https://bsky.app/profile/susanfern070.bsky.social,0,0
alexwilliam123.bsky.social,alexwilliam123,Alex William,male,https://bsky.app/profile/alexwilliam123.bsky.social,0,0
donsoucy.bsky.social,donsoucy,Don Soucy ðŸ’™,male,https://bsky.app/profile/donsoucy.bsky.social,0,0
donshifs.bsky.social,donshifs,Don,male,https://bsky.app/profile/donshifs.bsky.social,0,0
blue2blood.bsky.social,blue2blood,,male,https://bsky.app/profile/blue2blood.bsky.social,0,0
survivingtrump.bsky.social,survivingtrump,SurvivingTrump,male,https://bsky.app/profile/survivingtrump.bsky.social,0,0
blue-resistance.bsky.social,blue-resistance,Blue Resistance,male,https://bsky.app/profile/blue-resistance.bsky.social,0,0
catherinejames775.bsky.social,catherinejames775,Catherinejames,male,https://bsky.app/profile/catherinejames775.bsky.social,0,0
radiofreeflorida.bsky.social,radiofreeflorida,Radio Free America,male,https://bsky.app/profile/radiofreeflorida.bsky.social,0,0
ruspugs.bsky.social,ruspugs,PugsB-MerryðŸ¦‹â˜®ðŸ’™,male,https://bsky.app/profile/ruspugs.bsky.social,0,0
majjor.bsky.social,majjor,Paul Lind,male,https://bsky.app/profile/majjor.bsky.social,0,0
kilisutsailor.bsky.social,kilisutsailor,Glenn Woodbury,,https://bsky.app/profile/kilisutsailor.bsky.social,0,0
skontheisland.bsky.social,skontheisland,,male,https://bsky.app/profile/skontheisland.bsky.social,0,0
hubertelski.bsky.social,hubertelski,Von Karajan,female,https://bsky.app/profile/hubertelski.bsky.social,0,0
justlovinglife.bsky.social,justlovinglife,ð““ð“®ð“«ð“¸ð“»ð“ªð“± ð“¯ð“»ð“¸ð“¶ ð“œð“ªð“²ð“·ð“®,male,https://bsky.app/profile/justlovinglife.bsky.social,0,0
tinks333.bsky.social,tinks333,,male,https://bsky.app/profile/tinks333.bsky.social,0,0
irishanjel.bsky.social,irishanjel,Just Tess,,https://bsky.app/profile/irishanjel.bsky.social,0,0
bingley567.bsky.social,bingley567,bingley567,female,https://bsky.app/profile/bingley567.bsky.social,0,0
paulmelanson007.bsky.social,paulmelanson007,Paul melanson,male,https://bsky.app/profile/paulmelanson007.bsky.social,0,0
igorhende.bsky.social,igorhende,,female,https://bsky.app/profile/igorhende.bsky.social,0,0
gigil4.bsky.social,gigil4,Gigi L,male,https://bsky.app/profile/gigil4.bsky.social,0,0
jthayer.bsky.social,jthayer,Dr JMThayer,male,https://bsky.app/profile/jthayer.bsky.social,0,0
plasticscouser.bsky.social,plasticscouser,,female,https://bsky.app/profile/plasticscouser.bsky.social,0,0
andrew5g.bsky.social,andrew5g,Andrew Gillock,female,https://bsky.app/profile/andrew5g.bsky.social,0,0
thisdudeabides.bsky.social,thisdudeabides,Upper Chat,male,https://bsky.app/profile/thisdudeabides.bsky.social,0,0
amberc49.bsky.social,amberc49,,unknown,https://bsky.app/profile/amberc49.bsky.social,0,0
dyeager64.bsky.social,dyeager64,donaldyeager  ðŸ³ï¸â€ðŸŒˆðŸ’™,male,https://bsky.app/profile/dyeager64.bsky.social,0,0
johnthomas5.bsky.social,johnthomas5,,male,https://bsky.app/profile/johnthomas5.bsky.social,0,0
laurenshannon124.bsky.social,laurenshannon124,,male,https://bsky.app/profile/laurenshannon124.bsky.social,0,0
jimkoz.bsky.social,jimkoz,Soburone,unknown,https://bsky.app/profile/jimkoz.bsky.social,0,0
midnyghtsabre.bsky.social,midnyghtsabre,Midnyght Sabre,male,https://bsky.app/profile/midnyghtsabre.bsky.social,0,0
cheaoyu.bsky.social,cheaoyu,,,https://bsky.app/profile/cheaoyu.bsky.social,0,0
georgefour.bsky.social,georgefour,George Lake,male,https://bsky.app/profile/georgefour.bsky.social,0,0
westieblue.bsky.social,westieblue,,unknown,https://bsky.app/profile/westieblue.bsky.social,0,0
mutliculturaljc.bsky.social,mutliculturaljc,,female,https://bsky.app/profile/mutliculturaljc.bsky.social,0,0
jerrybadthings.bsky.social,jerrybadthings,Jerry HoHoHoThings,female,https://bsky.app/profile/jerrybadthings.bsky.social,0,0
troc.bsky.social,troc,Troc,male,https://bsky.app/profile/troc.bsky.social,0,0
mary2449.bsky.social,mary2449,,female,https://bsky.app/profile/mary2449.bsky.social,0,0
hillsidehippie.bsky.social,hillsidehippie,,,https://bsky.app/profile/hillsidehippie.bsky.social,0,0
happyenduser.bsky.social,happyenduser,Justin Groom,male,https://bsky.app/profile/happyenduser.bsky.social,0,0
bswan.bsky.social,bswan,BgrÃ¸nvoldswanðŸ‡¨ðŸ‡¦ðŸ‡ºðŸ‡¦,unknown,https://bsky.app/profile/bswan.bsky.social,0,0
